39998,0.0,1.0,3.0,105.0,5.0,107.28,429496.7295,82.7988,429496.7295,19.194,387.8151
19998,0.0,1.0,3.0,105.0,104.0,67.71,429496.7295,53.6476,429496.7295,18.6654,366.3549
59998,0.0,1.0,3.0,104.0,5.0,169.1699,429496.7295,129.4338,429496.7295,18.998,379.2676
39998,0.0,20133.6592,53688.7325,1261.6503,214840.1233,427922.6368,355585.2287,427921.4112,293561.9583,367474.2848,295374.4387
192,3361.9968,11763.7232,20165.4352,3420.984,412719.5329,427923.0608,62042.9311,427921.8336,186181.2223,184582.9824,26867.3123
0,262144.0,33973.9136,356941.8304,296117.9136,222947.0016,429490.2556,68353.9711,322142.2104,168867.6651,54788.1224,13946.16
131101709,424460.6721,0.0,4.0,3360.8897,2097.6704,3355.7571,5455.6801,426141.2863,5351.2274,429496.7295,57.0387
117723139,424462.1186,0.0,4.0,3360.8897,3775.392,5429.4531,5297.3745,427819.0079,5247.704,424463.5647,3410.4443
100955139,424459.2512,0.0,4.0,3360.8897,2074.0099,0.3139,5690.1839,424463.5647,5531.2395,424463.5647,56.3315
117745667,424460.6721,0.0,80534.6368,214748.3765,1678.1278,380.1156,428233.5235,128817.5615,428235.1746,311892.3775,181426.5856
659570880,0.0,15125.7088,48732.5888,80661.7152,18717.1008,365762.97,428235.1683,246474.3423,428236.813,315215.0527,310519.3984
1073114046,0.0,187917.952,135895.68,134263.68,323813.632,27774.5408,429490.5712,270040.7551,98.3136,242625.0924,220830.2624
1057365024,6.1695,187917.952,134263.68,135895.68,375895.04,322869.9376,429490.5808,295311.5903,429490.576,14496.7676,390415.3857
