1,3.0,5.0,7.0,217.0,9.0,227.47,429496.7295,178.9688,429496.7295,19.0331,380.5536,49
4,3.0,216.0,215.0,5.0,7.0,96.1399,429496.7295,77.6625,429496.7295,18.885,374.9819,49
-1,3.0,5.0,216.0,217.0,7.0,113.0,429496.7295,93.2046,429496.7295,18.8943,375.0453,49
1,3.0,5.0,216.0,7.0,217.0,127.11,429496.7295,102.2978,429496.7295,19.0783,382.7436,49
0,3.0,5.0,7.0,9.0,217.0,215.7799,429496.7295,170.138,429496.7295,19.0268,380.3254,49
-1,3.0,5.0,216.0,215.0,7.0,150.8599,429496.7295,119.8311,429496.7295,18.9381,377.0309,49
2,3.0,5.0,216.0,7.0,9.0,202.99,429496.7295,158.5006,429496.7295,19.1083,383.6,49
0,3.0,215.0,5.0,216.0,214.0,127.27,429496.7295,100.9671,429496.7295,18.9808,378.6509,49
0,3.0,5.0,7.0,217.0,214.0,179.48,429496.7295,139.3326,429496.7295,19.0328,380.7429,49
3,3.0,5.0,216.0,213.0,215.0,162.0799,429496.7295,130.8638,429496.7295,18.8084,371.5845,49
0,3.0,215.0,5.0,9.0,212.0,150.3599,429496.7295,119.5232,429496.7295,18.977,378.3895,49
1,3.0,5.0,7.0,214.0,212.0,176.0799,429496.7295,140.9513,429496.7295,19.0767,382.4247,49
2,3.0,7.0,213.0,214.0,5.0,162.04,429496.7295,127.7977,429496.7295,19.0931,383.2197,49
0,3.0,214.0,213.0,5.0,64.0,97.36,429496.7295,78.0328,429496.7295,18.8831,375.0282,49
4,3.0,212.0,215.0,4.0,7.0,102.28,429496.7295,81.6167,429496.7295,18.6313,365.0286,49
4,3.0,5.0,214.0,7.0,213.0,170.6,429496.7295,133.9875,429496.7295,19.1397,385.2561,49
2,3.0,214.0,7.0,215.0,11.0,127.1399,429496.7295,102.3853,429496.7295,18.9183,376.0262,49
-1,3.0,216.0,5.0,215.0,7.0,114.3199,429496.7295,93.3322,429496.7295,18.9903,378.9424,49
-1,3.0,5.0,213.0,216.0,9.0,119.27,429496.7295,96.3133,429496.7295,18.9383,376.7556,49
1,3.0,5.0,7.0,213.0,211.0,108.1599,429496.7295,88.7366,429496.7295,18.8606,373.9035,49
3,3.0,7.0,5.0,213.0,214.0,144.48,429496.7295,116.3914,429496.7295,19.0602,381.7558,49
4,3.0,5.0,212.0,213.0,9.0,100.97,429496.7295,82.3471,429496.7295,18.843,373.1343,49
1,3.0,7.0,5.0,11.0,214.0,157.2699,429496.7295,128.6319,429496.7295,18.9187,376.0679,49
2,3.0,7.0,2.0,5.0,9.0,247.74,429496.7295,203.5486,429496.7295,19.1392,386.0171,49
0,3.0,5.0,6.0,214.0,215.0,175.38,429496.7295,142.7224,429496.7295,18.8454,374.0547,49
3,3.0,214.0,215.0,7.0,213.0,123.46,429496.7295,98.1578,429496.7295,18.8618,374.0722,49
2,3.0,215.0,216.0,5.0,66.0,161.2399,429496.7295,127.8231,429496.7295,18.7213,368.161,49
1,3.0,214.0,5.0,215.0,213.0,101.3099,429496.7295,79.8482,429496.7295,18.9998,379.5592,49
0,3.0,214.0,5.0,215.0,7.0,140.22,429496.7295,111.936,429496.7295,19.0993,383.5263,49
0,3.0,5.0,7.0,9.0,215.0,239.73,429496.7295,188.8889,429496.7295,18.9503,377.198,49
-1,3.0,5.0,216.0,7.0,215.0,131.47,429496.7295,104.8957,429496.7295,18.8682,373.9862,49
3,3.0,5.0,7.0,214.0,213.0,99.1599,429496.7295,80.8016,429496.7295,18.937,376.8922,49
1,3.0,214.0,7.0,213.0,5.0,101.85,429496.7295,82.1475,429496.7295,19.1237,384.5553,49
1,3.0,5.0,215.0,216.0,9.0,95.33,429496.7295,76.5347,429496.7295,19.0795,382.7713,49
4,3.0,213.0,5.0,212.0,7.0,148.66,429496.7295,119.4438,429496.7295,18.8598,373.6806,49
0,3.0,5.0,213.0,214.0,210.0,201.8099,429496.7295,158.4779,429496.7295,18.8832,374.6551,49
1,3.0,5.0,214.0,215.0,7.0,155.11,429496.7295,122.4534,429496.7295,18.9252,376.3342,49
