-1,3.0,203.0,7.0,5.0,204.0,111.94,429496.7295,89.255,429496.7295,18.9049,375.492,49
2,3.0,5.0,203.0,202.0,7.0,137.0199,429496.7295,108.5955,429496.7295,18.913,375.8126,49
-1,3.0,5.0,203.0,7.0,202.0,163.13,429496.7295,128.2648,429496.7295,18.8145,371.7407,49
1,3.0,5.0,7.0,202.0,201.0,122.58,429496.7295,99.7732,429496.7295,18.917,375.8642,49
0,3.0,5.0,202.0,7.0,201.0,161.36,429496.7295,126.4936,429496.7295,18.5488,361.0091,49
1,3.0,203.0,5.0,15.0,202.0,135.9,429496.7295,107.1847,429496.7295,18.9212,376.3828,49
0,5.0,3.0,7.0,2.0,202.0,214.16,429496.7295,172.9343,429496.7295,18.5394,360.7776,49
6,3.0,203.0,202.0,5.0,48.0,116.64,429496.7295,92.4519,429496.7295,18.8548,373.7074,49
1,3.0,5.0,204.0,7.0,203.0,145.6399,429496.7295,114.739,429496.7295,18.9535,377.4251,49
2,3.0,5.0,203.0,202.0,9.0,160.38,429496.7295,123.7744,429496.7295,18.9178,376.0871,49
0,3.0,203.0,5.0,202.0,48.0,82.25,429496.7295,66.3552,429496.7295,18.8485,373.5463,49
2,3.0,204.0,205.0,5.0,203.0,78.0399,429496.7295,63.2082,429496.7295,18.9107,376.642,49
2,3.0,204.0,205.0,5.0,7.0,113.25,429496.7295,89.4611,429496.7295,18.8822,374.867,49
1,3.0,204.0,203.0,5.0,9.0,132.3799,429496.7295,103.3066,429496.7295,19.0215,380.7736,49
0,5.0,3.0,4.0,9.0,7.0,243.0099,429496.7295,196.6431,429496.7295,19.1313,384.8366,49
1,3.0,203.0,202.0,5.0,11.0,93.49,429496.7295,73.5205,429496.7295,18.8883,374.9099,49
4,3.0,5.0,203.0,7.0,202.0,189.62,429496.7295,146.6436,429496.7295,18.9976,379.1186,49
4,3.0,202.0,5.0,7.0,203.0,160.29,429496.7295,124.815,429496.7295,18.8981,375.3195,49
3,3.0,204.0,203.0,5.0,7.0,88.8999,429496.7295,73.0347,429496.7295,19.0432,381.46,49
6,3.0,5.0,202.0,203.0,7.0,87.3,429496.7295,70.4494,429496.7295,19.075,382.4756,49
3,3.0,203.0,202.0,5.0,204.0,99.06,429496.7295,79.3031,429496.7295,18.884,374.973,49
0,3.0,5.0,205.0,7.0,204.0,135.7999,429496.7295,106.624,429496.7295,19.1055,383.5508,49
1,3.0,5.0,2.0,7.0,13.0,284.29,429496.7295,236.888,429496.7295,19.0268,380.9042,49
2,3.0,203.0,202.0,5.0,7.0,87.58,429496.7295,70.4836,429496.7295,18.9897,379.3783,49
0,3.0,202.0,203.0,5.0,7.0,127.79,429496.7295,100.7405,429496.7295,18.8732,374.1654,49
2,3.0,5.0,7.0,9.0,202.0,327.34,429496.7295,252.9773,429496.7295,18.9854,378.5615,49
4,3.0,5.0,203.0,204.0,202.0,107.24,429496.7295,85.2711,429496.7295,18.9021,375.5687,49
5,3.0,202.0,203.0,5.0,200.0,91.7899,429496.7295,74.8446,429496.7295,18.8821,374.869,49
4,3.0,204.0,205.0,5.0,7.0,93.22,429496.7295,75.8551,429496.7295,19.0277,381.1738,49
2,3.0,5.0,204.0,7.0,203.0,113.34,429496.7295,91.4978,429496.7295,19.0418,381.2343,49
-1,3.0,203.0,5.0,202.0,7.0,128.0,429496.7295,101.9791,429496.7295,18.9127,375.9406,49
2,3.0,5.0,203.0,202.0,13.0,112.6,429496.7295,91.0261,429496.7295,19.0549,381.7489,49
2,3.0,5.0,203.0,202.0,201.0,84.32,429496.7295,69.743,429496.7295,19.0102,380.0747,49
0,3.0,5.0,203.0,202.0,7.0,124.57,429496.7295,104.8632,429496.7295,19.0956,383.4086,49
