24,3.0,1.0,2.0,10.0,4.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,9277,0
22,3.0,10.0,2.0,4.0,1.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,9283,0
19,3.0,10.0,1.0,17.0,2.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0465,9313,0
21,3.0,10.0,4.0,1.0,2.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,9319,0
21,3.0,10.0,1.0,16.0,4.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,9329,0
20,3.0,1.0,10.0,2.0,16.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,9342,0
19,3.0,10.0,1.0,2.0,4.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,9352,0
46,3.0,2.0,4.0,1.0,10.0,429496.7295,429496.7295,429496.7295,412719.5135,11.0498,121.0466,9502,0
49,3.0,2.0,1.0,10.0,4.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,9507,0
50,1.0,3.0,2.0,4.0,10.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,9711,0
-28,3.0,10.0,4.0,2.0,1.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,9735,0
48,3.0,1.0,4.0,2.0,10.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,9740,0
47,3.0,10.0,4.0,1.0,5.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,9762,0
48,3.0,1.0,10.0,4.0,2.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,9779,0
48,3.0,4.0,10.0,1.0,2.0,429496.7295,429496.7295,429496.7295,407686.3487,11.0498,121.0466,10080,0
50,3.0,2.0,4.0,10.0,1.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10085,0
50,3.0,10.0,1.0,2.0,5.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10098,0
-24,3.0,4.0,10.0,2.0,17.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10126,0
-95,2.0,3.0,1.0,4.0,17.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10132,0
52,3.0,10.0,1.0,4.0,5.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10167,0
-24,3.0,10.0,1.0,2.0,4.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10198,0
83,1.0,2.0,5.0,4.0,3.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10441,0
83,2.0,4.0,1.0,5.0,3.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10442,0
48,3.0,10.0,1.0,4.0,17.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10484,0
70,2.0,3.0,1.0,4.0,6.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10492,0
49,3.0,1.0,10.0,4.0,2.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10536,0
-28,3.0,10.0,4.0,1.0,2.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10544,0
-31,3.0,10.0,4.0,2.0,30.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,10550,0
