59998,0.0,1.0,3.0,234.0,233.0,106.23,429496.7295,84.6088,429496.7295,18.9157,376.6941
29998,0.0,1.0,3.0,5.0,233.0,182.8899,429496.7295,141.3704,429496.7295,18.8119,371.5836
59998,0.0,1.0,3.0,5.0,235.0,101.22,429496.7295,79.4028,429496.7295,19.2342,389.9269
39998,0.0,1.0,3.0,5.0,235.0,63.48,429496.7295,51.0889,429496.7295,18.9068,375.857
29998,0.0,1.0,3.0,236.0,7.0,98.03,429496.7295,76.9149,429496.7295,18.5564,361.546
49998,0.0,1.0,3.0,5.0,232.0,104.11,429496.7295,79.9382,429496.7295,19.0042,379.5685
39998,0.0,1.0,3.0,232.0,233.0,72.22,429496.7295,56.9968,429496.7295,18.9536,378.0701
30000,0.0,1.0,3.0,5.0,237.0,124.84,429496.7295,99.1256,429496.7295,18.8781,374.3664
0,0.0,1.0,3.0,5.0,7.0,208.08,429496.7295,162.1604,429496.7295,18.9859,378.7015
49998,0.0,1.0,3.0,5.0,238.0,124.5499,429496.7295,97.3369,429496.7295,18.9734,378.2393
19998,0.0,1.0,3.0,5.0,7.0,368.21,429496.7295,279.9576,429496.7295,19.0315,380.4621
49998,0.0,1.0,3.0,235.0,5.0,51.46,429496.7295,43.5572,357090.1248,19.0159,380.4692
9998,0.0,1.0,3.0,236.0,235.0,76.41,429496.7295,63.4527,429496.7295,18.9029,375.6463
60000,0.0,1.0,3.0,5.0,236.0,87.3399,429496.7295,70.0087,429496.7295,18.9249,376.3998
29998,0.0,1.0,3.0,5.0,234.0,73.8999,429496.7295,60.5794,429496.7295,18.924,376.3765
49998,0.0,1.0,3.0,5.0,234.0,91.67,429496.7295,73.5943,429496.7295,19.0672,382.3465
49998,0.0,1.0,3.0,235.0,234.0,80.54,429496.7295,62.8354,429496.7295,19.0138,380.2676
9998,0.0,1.0,3.0,5.0,235.0,105.23,429496.7295,85.3939,429496.7295,18.9247,376.339
9998,0.0,1.0,3.0,5.0,233.0,105.8,429496.7295,83.8401,429496.7295,18.8087,371.6072
19998,0.0,1.0,3.0,5.0,7.0,154.32,429496.7295,118.2842,429496.7295,18.8588,373.5958
19998,0.0,1.0,3.0,5.0,235.0,137.96,429496.7295,109.2974,429496.7295,19.0665,382.0494
49998,0.0,1.0,3.0,5.0,236.0,74.25,429496.7295,62.3391,429496.7295,18.9192,376.2581
19998,0.0,1.0,3.0,6.0,7.0,215.09,429496.7295,178.4125,429496.7295,19.0047,380.1476
49998,0.0,1.0,3.0,236.0,233.0,68.23,429496.7295,53.162,429496.7295,18.7463,369.4746
20000,0.0,1.0,3.0,5.0,235.0,160.1,429496.7295,124.4565,429496.7295,18.8076,371.6167
29998,0.0,1.0,3.0,5.0,7.0,257.24,429496.7295,197.8299,429496.7295,18.9159,375.7483
60000,0.0,1.0,3.0,5.0,6.0,124.28,429496.7295,96.7656,429496.7295,18.8023,371.9981
29998,0.0,1.0,3.0,5.0,234.0,146.72,429496.7295,115.0271,429496.7295,18.9133,375.8461
49998,0.0,1.0,3.0,233.0,232.0,75.4699,429496.7295,59.7468,429496.7295,19.0015,379.8656
19998,0.0,1.0,234.0,3.0,235.0,75.92,429496.7295,59.2657,429496.7295,18.8239,372.8827
19998,0.0,1.0,3.0,235.0,236.0,75.65,429496.7295,61.0787,429496.7295,18.8697,374.2734
50000,0.0,1.0,3.0,235.0,234.0,61.1099,429496.7295,48.7249,429496.7295,18.9333,377.1545
39998,0.0,1.0,3.0,5.0,236.0,88.06,429496.7295,72.1778,429496.7295,18.8127,372.1564
49998,0.0,1.0,3.0,5.0,236.0,190.2799,429496.7295,151.7459,429496.7295,19.0032,379.3792
39998,0.0,1.0,3.0,236.0,233.0,71.98,429496.7295,57.8133,429496.7295,18.7235,368.6651
19998,0.0,1.0,3.0,235.0,5.0,161.2099,429496.7295,126.1835,429496.7295,19.0515,381.4422
9998,0.0,1.0,3.0,5.0,235.0,171.69,429496.7295,137.6424,429496.7295,18.7148,367.9493
69998,0.0,1.0,3.0,5.0,236.0,89.4299,429496.7295,72.2531,429496.7295,18.9103,375.8397
49998,0.0,1.0,3.0,235.0,5.0,117.2,429496.7295,93.0705,429496.7295,18.9708,378.1449
49998,0.0,1.0,3.0,235.0,232.0,85.04,429496.7295,66.7995,429496.7295,18.9357,377.0527
29998,0.0,1.0,3.0,5.0,232.0,150.56,429496.7295,117.3152,429496.7295,18.8193,372.0429
9998,0.0,1.0,3.0,235.0,5.0,98.57,429496.7295,77.0105,429496.7295,18.9796,378.7928
69998,0.0,1.0,3.0,235.0,234.0,88.29,429496.7295,69.2725,429496.7295,18.9513,377.5937
49998,0.0,1.0,3.0,5.0,235.0,96.5699,429496.7295,79.8883,429496.7295,18.5744,362.3059
59998,0.0,1.0,3.0,236.0,233.0,78.98,429496.7295,62.7892,429496.7295,18.9926,379.5551
19998,0.0,1.0,3.0,235.0,5.0,107.5,429496.7295,83.867,429496.7295,18.9411,376.9767
19998,0.0,1.0,3.0,5.0,7.0,123.7999,429496.7295,95.1314,429496.7295,19.0814,382.5128
39998,0.0,1.0,3.0,234.0,235.0,85.41,429496.7295,65.8879,429496.7295,18.9674,378.6688
19998,0.0,1.0,3.0,5.0,235.0,136.84,429496.7295,106.1278,429496.7295,18.9735,378.2363
30000,0.0,1.0,3.0,237.0,236.0,94.77,429496.7295,74.2556,429496.7295,18.885,374.8116
20000,0.0,1.0,3.0,5.0,234.0,135.8,429496.7295,104.5614,429496.7295,18.8445,372.9799
59998,0.0,1.0,3.0,5.0,237.0,65.9399,429496.7295,53.9279,429496.7295,18.9485,377.5634
29998,0.0,1.0,3.0,5.0,237.0,89.49,429496.7295,69.8523,429496.7295,18.8539,373.8811
29998,0.0,1.0,3.0,5.0,4.0,168.0899,429496.7295,134.6077,429496.7295,19.0037,379.5667
40000,0.0,1.0,3.0,5.0,235.0,98.6,429496.7295,79.0095,429496.7295,19.1965,387.3679
20000,0.0,1.0,5.0,3.0,234.0,91.0599,429496.7295,74.2426,429496.7295,18.7444,369.7039
30000,0.0,1.0,3.0,236.0,235.0,62.04,429496.7295,49.522,429496.7295,18.9923,379.574
49998,0.0,1.0,3.0,236.0,5.0,93.56,429496.7295,71.315,429496.7295,18.8013,371.3557
69998,0.0,1.0,3.0,5.0,235.0,65.38,429496.7295,51.7531,429496.7295,19.2183,389.9299
20000,0.0,1.0,3.0,235.0,234.0,86.66,429496.7295,67.6113,429496.7295,18.9064,375.9276
40000,0.0,1.0,3.0,5.0,7.0,113.3,429496.7295,90.107,429496.7295,18.9992,379.2196
80000,0.0,1.0,5.0,3.0,236.0,116.46,429496.7295,91.6466,429496.7295,18.4854,358.6507
0,0.0,1.0,3.0,5.0,7.0,207.24,429496.7295,160.1867,429496.7295,18.8454,372.9881
49998,0.0,1.0,3.0,5.0,234.0,133.4299,429496.7295,105.9813,429496.7295,18.9179,376.1806
49998,0.0,1.0,3.0,5.0,234.0,82.14,429496.7295,65.9448,429496.7295,18.7647,370.2512
69998,0.0,1.0,3.0,235.0,234.0,80.3,429496.7295,64.3822,429496.7295,18.8828,374.7502
29998,0.0,1.0,3.0,235.0,232.0,60.04,429496.7295,46.8352,429496.7295,19.0386,381.3679
49998,0.0,1.0,3.0,233.0,236.0,67.37,429496.7295,55.5692,429496.7295,19.0255,380.7094
19998,0.0,1.0,3.0,5.0,234.0,152.67,429496.7295,126.7965,429496.7295,18.7467,369.1103
39998,0.0,1.0,3.0,233.0,5.0,120.78,429496.7295,95.2462,429496.7295,18.9524,377.5189
20000,0.0,1.0,3.0,5.0,7.0,340.5999,429496.7295,268.3713,429496.7295,18.9542,377.4687
30000,0.0,1.0,3.0,235.0,232.0,79.91,429496.7295,62.8129,429496.7295,18.8992,375.4946
