8,2.0,7.0,1.0,4.0,3.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,30779,0
8,1.0,4.0,3.0,7.0,5.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,30813,0
50,1.0,2.0,3.0,4.0,5.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0456,30817,0
50,1.0,2.0,3.0,4.0,7.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,31048,0
49,1.0,2.0,3.0,4.0,19.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,31123,0
11,1.0,2.0,6.0,3.0,4.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,31222,0
50,2.0,5.0,3.0,4.0,1.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,31230,0
11,1.0,2.0,3.0,4.0,46.0,429496.7295,429496.7295,429496.7295,412719.5135,11.0498,121.0465,31244,0
11,1.0,5.0,6.0,2.0,3.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,31254,0
11,1.0,2.0,21.0,46.0,3.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0467,31255,0
12,2.0,46.0,100.0,17.0,11.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,31256,0
12,2.0,1.0,5.0,3.0,46.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,31257,0
12,1.0,1.5904,46.0,37.0,4.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,31258,0
12,1.0,2.0,10.0,46.0,7.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0465,31259,0
49,1.0,2.0,3.0,4.0,5.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,31631,0
50,1.0,2.0,5.0,4.0,7.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0465,31772,0
-47,1.0,2.0,4.0,3.0,6.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0467,31955,0
41,1.0,3.0,5.0,4.0,2.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,32209,0
45,1.0,2.0,3.0,5.0,4.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,32216,0
50,1.0,4.0,3.0,2.0,6.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,32227,0
-47,2.0,1.0,3.0,5.0,6.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,32258,0
-17,5.0,6.0,4.0,3.0,7.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,32714,0
-20,5.0,6.0,4.0,7.0,8.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,32718,0
-17,5.0,6.0,4.0,7.0,8.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,32722,0
-16,5.0,6.0,4.0,7.0,3.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,32726,0
-15,1.928,6.0,4.0,3.0,7.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,32730,0
-15,5.0,6.0,4.0,3.0,7.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0466,32734,0
-13,5.0,6.0,4.0,7.0,3.0,429496.7295,429496.7295,429496.7295,429496.7295,11.0498,121.0465,32738,0
